bhk,type,locality,region,area,price,price_unit,status,age,price_in_inr,price_per_sqft
1,Apartment,Adityaraj Avenue,Vikhroli,445,69.0,L,Under Construction,New,6900000.0,15505.61797752809
1,Apartment,Adityaraj Avenue,Vikhroli,445,69.0,L,Under Construction,New,6900000.0,15505.61797752809
1,Apartment,Adityaraj Avenue,Vikhroli,445,69.0,L,Under Construction,New,6900000.0,15505.61797752809
1,Apartment,Adityaraj Avenue,Vikhroli,445,69.0,L,Under Construction,New,6900000.0,15505.61797752809
3,Apartment,Hiranandani Meadows,Thane West,1465,2.4,Cr,Ready to move,Unknown,24000000.0,16382.252559726963
2,Apartment,S3 Proxima,Chembur,700,1.6,Cr,Under Construction,New,16000000.0,22857.14285714286
1,Apartment,S3 Proxima,Chembur,500,1.05,Cr,Under Construction,New,10500000.0,21000.0
1,Apartment,S3 Proxima,Chembur,450,99.0,L,Under Construction,New,9900000.0,22000.0
1,Apartment,Adityaraj Royale,Vikhroli,440,71.0,L,Under Construction,New,7100000.0,16136.363636363636
1,Apartment,Adityaraj Royale,Vikhroli,440,71.0,L,Under Construction,New,7100000.0,16136.363636363636
2,Apartment,Rustomjee Urbania Azziano Wing L,Thane West,713,1.25,Cr,Under Construction,New,12500000.0,17531.55680224404
1,Apartment,Adityaraj Royale,Vikhroli,445,69.0,L,Under Construction,New,6900000.0,15505.61797752809
1,Apartment,Adityaraj Royale,Vikhroli,445,69.0,L,Under Construction,New,6900000.0,15505.61797752809
1,Apartment,Adityaraj Royale,Vikhroli,445,69.0,L,Under Construction,New,6900000.0,15505.61797752809
1,Apartment,Adityaraj Royale,Vikhroli,445,69.0,L,Under Construction,New,6900000.0,15505.61797752809
1,Apartment,Ajmera One Kalyan,Kalyan West,560,44.0,L,Under Construction,New,4400000.0,7857.142857142857
1,Apartment,Adityaraj Breeze,Vikhroli,370,66.0,L,Under Construction,New,6600000.0,17837.837837837837
2,Apartment,UCC Adityaraj Star,Ghatkopar East,600,1.1,Cr,Under Construction,New,11000000.0,18333.333333333332
1,Apartment,UCC Adityaraj Star,Ghatkopar East,500,95.0,L,Under Construction,New,9500000.0,19000.0
1,Apartment,Vaibhavlaxmi Central Park,Vikhroli,455,69.0,L,Under Construction,New,6900000.0,15164.835164835165
1,Apartment,Vaibhavlaxmi Central Park,Vikhroli,465,69.0,L,Under Construction,New,6900000.0,14838.709677419354
2,Apartment,Balaji Aangan,Karjat,735,66.0,L,Ready to move,Resale,6600000.0,8979.591836734693
1,Apartment,Runwal Gardens Phase 3 Bldg No 29 30,Dombivali,322,31.0,L,Under Construction,New,3100000.0,9627.329192546584
2,Apartment,Lodha Codename Premier,Dombivali,840,57.0,L,Under Construction,Resale,5700000.0,6785.714285714285
1,Apartment,Lodha Codename Premier,Dombivali,680,48.0,L,Under Construction,New,4800000.0,7058.823529411765
2,Apartment,Indiabulls Greens 2,Panvel,1000,70.0,L,Ready to move,Resale,7000000.0,7000.0
1,Apartment,Swaraj Homes Sanjay CHS,Kharghar,560,55.0,L,Ready to move,Resale,5500000.0,9821.42857142857
2,Apartment,Sunteck Forest World,Vasind,750,31.0,L,Under Construction,New,3100000.0,4133.333333333333
1,Apartment,Sunteck Forest World,Vasind,620,22.5,L,Under Construction,New,2250000.0,3629.032258064516
2,Apartment,Indiabulls Greens,Panvel,1300,95.0,L,Under Construction,New,9500000.0,7307.692307692308
3,Apartment,Hiranandani Meadows,Thane West,1650,2.6,Cr,Ready to move,Unknown,26000000.0,15757.575757575758
2,Apartment,Cosmos B 3 Hilton,Thane West,1125,1.05,Cr,Under Construction,Unknown,10500000.0,9333.333333333334
3,Apartment,Runwal Big Shot,Thane West,1190,1.25,Cr,Under Construction,Unknown,12500000.0,10504.20168067227
3,Apartment,Lodha Codename Crown Jewel,Thane West,1241,1.25,Cr,Ready to move,Unknown,12500000.0,10072.522159548751
2,Apartment,Arkade Earth Wing Aspen,Kanjurmarg,939,1.5,Cr,Ready to move,Unknown,15000000.0,15974.44089456869
2,Apartment,Piramal Vaikunth Cluster 2,Thane West,920,1.0,Cr,Under Construction,Unknown,10000000.0,10869.565217391304
2,Apartment,Kanakia Codename Future D,Powai,958,1.7,Cr,Under Construction,Unknown,17000000.0,17745.302713987472
2,Apartment,Wadhwa Atmosphere Phase 1,Mulund West,964,1.5,Cr,Ready to move,Unknown,15000000.0,15560.165975103735
2,Apartment,L And T Emerald Isle T9,Powai,838,1.7,Cr,Ready to move,Unknown,17000000.0,20286.396181384247
4,Apartment,Sheth Avalon,Thane West,3600,6.0,Cr,Ready to move,Unknown,60000000.0,16666.666666666668
2,Apartment,Kalpataru Siddhachal V,Thane West,1100,1.55,Cr,Ready to move,Unknown,15500000.0,14090.90909090909
3,Apartment,Hiranandani Meadows,Thane West,1400,3.0,Cr,Ready to move,Unknown,30000000.0,21428.571428571428
3,Apartment,Hiranandani One Hiranandani Park,Thane West,2125,4.25,Cr,Ready to move,Unknown,42500000.0,20000.0
3,Apartment,Wadhwa Courtyard Rozanne,Thane West,2160,3.35,Cr,Ready to move,Unknown,33500000.0,15509.25925925926
3,Apartment,Kalpataru Hills,Thane West,1750,2.2,Cr,Ready to move,Unknown,22000000.0,12571.42857142857
3,Apartment,Ashar Monarch,Thane West,1750,2.25,Cr,Ready to move,Unknown,22500000.0,12857.142857142857
4,Apartment,Hiranandani Meadows,Thane West,3500,6.0,Cr,Ready to move,Unknown,60000000.0,17142.85714285714
2,Apartment,Sheth Avalon,Thane West,1250,1.75,Cr,Ready to move,Unknown,17500000.0,14000.0
3,Apartment,T Bhimjyani The Verraton,Thane West,2027,1.85,Cr,Ready to move,Unknown,18500000.0,9126.788357178095
3,Apartment,Wadhwa Wadhwa Courtyard,Thane West,2150,3.25,Cr,Ready to move,Unknown,32500000.0,15116.279069767443
3,Apartment,Hiranandani One Hiranandani Park,Thane West,2050,4.15,Cr,Ready to move,Unknown,41500000.0,20243.90243902439
3,Apartment,Runwal Garden City Dahlia,Thane West,1878,2.05,Cr,Ready to move,Unknown,20500000.0,10915.867944621938
3,Apartment,Regency Regency Towers,Thane West,1650,2.1,Cr,Ready to move,Unknown,21000000.0,12727.272727272728
3,Apartment,Sheth Avalon,Thane West,2160,4.0,Cr,Ready to move,Unknown,40000000.0,18518.51851851852
3,Apartment,Kanakia Niharika,Thane West,1200,1.8,Cr,Ready to move,Unknown,18000000.0,15000.0
1,Apartment,Lodha New Cuffe Parade Lodha Altia,Wadala,565,1.0,Cr,Ready to move,Unknown,10000000.0,17699.11504424779
2,Apartment,Kalpataru Parkcity,Thane West,1076,1.0,Cr,Under Construction,Unknown,10000000.0,9293.68029739777
2,Apartment,Shapoorji Pallonji Northern Lights,Thane West,916,1.0,Cr,Under Construction,Unknown,10000000.0,10917.03056768559
1,Apartment,KK Dosti Oro 67,Kandivali West,682,95.0,L,Under Construction,Unknown,9500000.0,13929.618768328446
2,Apartment,Wadhwa Dukes Horizon,Chembur,1089,1.7,Cr,Under Construction,Unknown,17000000.0,15610.651974288337
3,Apartment,Piramal Vaikunth Cluster 2,Thane West,1235,1.25,Cr,Under Construction,Unknown,12500000.0,10121.457489878543
3,Apartment,Dosti West County Phase 2 Dosti Cedar,Thane West,1342,1.25,Cr,Under Construction,Unknown,12500000.0,9314.456035767511
1,Apartment,Runwal Forest Tower 1 To 4,Kanjurmarg,644,1.0,Cr,Ready to move,Unknown,10000000.0,15527.950310559007
2,Apartment,Runwal Timeless,Wadala,899,1.5,Cr,Under Construction,Unknown,15000000.0,16685.20578420467
2,Apartment,Raunak Laxmi Narayan Residency,Thane West,1065,1.45,Cr,Ready to move,Unknown,14500000.0,13615.023474178404
4,Apartment,ACME Ozone Phase 2,Thane West,2550,2.75,Cr,Ready to move,Unknown,27500000.0,10784.313725490196
3,Apartment,Cosmos Horizon,Thane West,1650,2.0,Cr,Ready to move,Unknown,20000000.0,12121.212121212122
3,Apartment,Runwal Garden City Dahlia,Thane West,1532,1.6,Cr,Ready to move,Unknown,16000000.0,10443.864229765013
3,Apartment,Cosmos Horizon,Thane West,1650,2.0,Cr,Ready to move,Unknown,20000000.0,12121.212121212122
3,Apartment,Neelkanth Greens,Thane West,1650,1.9,Cr,Ready to move,Unknown,19000000.0,11515.151515151516
2,Apartment,DSS Mahavir Millennium,Thane West,1025,1.25,Cr,Ready to move,Unknown,12500000.0,12195.121951219513
4,Apartment,ACME Ozone Phase 2,Thane West,2200,2.75,Cr,Ready to move,Unknown,27500000.0,12500.0
4,Apartment,Hiranandani One Hiranandani Park,Thane West,3520,6.75,Cr,Ready to move,Unknown,67500000.0,19176.136363636364
2,Apartment,Cosmos Horizon,Thane West,1100,1.35,Cr,Ready to move,Unknown,13500000.0,12272.727272727272
2,Apartment,Kalpataru Hills,Thane West,1200,1.4,Cr,Ready to move,Unknown,14000000.0,11666.666666666666
3,Apartment,Reputed Builder Soham Gardens,Thane West,1760,1.6,Cr,Ready to move,Unknown,16000000.0,9090.90909090909
2,Apartment,Hiranandani Meadows,Thane West,1100,1.75,Cr,Ready to move,Unknown,17500000.0,15909.09090909091
3,Apartment,Neelkanth Palms,Thane West,1600,2.5,Cr,Ready to move,Unknown,25000000.0,15625.0
3,Apartment,Neelkanth Palms,Thane West,1600,2.5,Cr,Ready to move,Unknown,25000000.0,15625.0
4,Apartment,Hiranandani Rodas Enclave,Thane West,2036,4.5,Cr,Ready to move,Unknown,45000000.0,22102.161100196463
3,Apartment,Hiranandani Meadows,Thane West,2160,3.2,Cr,Ready to move,Unknown,32000000.0,14814.814814814816
3,Apartment,Wadhwa Wadhwa Courtyard,Thane West,2128,3.15,Cr,Ready to move,Unknown,31500000.0,14802.631578947368
2,Apartment,Kabra Happy Valley,Thane West,1150,1.15,Cr,Ready to move,Unknown,11500000.0,10000.0
3,Apartment,Neelkanth Palms,Thane West,1600,2.5,Cr,Ready to move,Unknown,25000000.0,15625.0
2,Apartment,Raunak Laxmi Narayan Residency,Thane West,1065,1.45,Cr,Ready to move,Unknown,14500000.0,13615.023474178404
4,Apartment,Hiranandani Meadows,Thane West,2650,5.3,Cr,Ready to move,Unknown,53000000.0,20000.0
4,Apartment,Hiranandani Meadows,Thane West,2650,5.3,Cr,Ready to move,Unknown,53000000.0,20000.0
3,Apartment,Sheth Avalon,Thane West,2150,3.25,Cr,Ready to move,Unknown,32500000.0,15116.279069767443
3,Apartment,Sheth Avalon,Thane West,2096,3.25,Cr,Ready to move,Unknown,32500000.0,15505.725190839694
3,Apartment,Neelkanth Greens,Thane West,1650,1.9,Cr,Ready to move,Unknown,19000000.0,11515.151515151516
3,Apartment,Neelkanth Greens,Thane West,1650,1.9,Cr,Ready to move,Unknown,19000000.0,11515.151515151516
2,Apartment,Reputed Builder Saraogi ACE 1,Mira Road East,950,72.51,L,Ready to move,Resale,7251000.000000001,7632.631578947369
1,Apartment,DV Shree Shashwat,Mira Road East,650,62.0,L,Ready to move,Resale,6200000.0,9538.461538461539
1,Apartment,Nandkumar Janki Legacy,Mira Road East,710,58.0,L,Under Construction,New,5800000.0,8169.014084507042
1,Apartment,JP North Barcelona,Mira Road East,720,62.0,L,Under Construction,New,6200000.0,8611.111111111111
3,Apartment,Happy Home Sarvodaya Hill,Dombivali,1350,1.1,Cr,Ready to move,Resale,11000000.0,8148.148148148148
1,Apartment,Regency Anantam Phase II,Dombivali,778,46.0,L,Ready to move,Resale,4600000.0,5912.596401028278
1,Apartment,Regency Anantam Phase III,Dombivali,700,41.95,L,Under Construction,New,4195000.0,5992.857142857143
2,Apartment,Regency Anantam Phase III,Dombivali,1100,61.95,L,Under Construction,New,6195000.0,5631.818181818182
2,Apartment,Sunraj Supreme,Dombivali,850,54.1,L,Under Construction,New,5410000.0,6364.705882352941
1,Apartment,Sunraj Supreme,Dombivali,720,39.25,L,Under Construction,New,3925000.0,5451.388888888889
1,Apartment,Sunraj Supreme,Dombivali,700,35.5,L,Under Construction,New,3550000.0,5071.428571428572
3,Apartment,Sheth Zuri,Thane West,991,1.1,Cr,Under Construction,Unknown,11000000.0,11099.899091826437
2,Apartment,Piramal Revanta Tower 2,Mulund West,1001,1.5,Cr,Under Construction,Unknown,15000000.0,14985.014985014985
3,Apartment,Paradise Sai World City Panvel,Panvel,2320,1.1,Cr,Ready to move,Unknown,11000000.0,4741.379310344828
2,Apartment,Runwal Sunflower at Runwal Bliss,Kanjurmarg,1030,1.5,Cr,Under Construction,Unknown,15000000.0,14563.106796116504
1,Apartment,Runwal Gardenvista at Runwal Bliss,Kanjurmarg,698,1.0,Cr,Under Construction,Unknown,10000000.0,14326.647564469915
2,Apartment,Paradise Sai World City Panvel,Panvel,1664,75.0,L,Ready to move,Unknown,7500000.0,4507.211538461538
2,Apartment,Rustomjee Urbania Azziano,Thane West,1054,1.0,Cr,Ready to move,Unknown,10000000.0,9487.666034155598
3,Apartment,Hiranandani Fortune City,Panvel,2219,1.25,Cr,Ready to move,Unknown,12500000.0,5633.168093735917
2,Apartment,Eversmile Sector 2A Wing B,Mira Road East,816,90.0,L,Under Construction,New,9000000.0,11029.411764705883
3,Apartment,Peer Paranjape OPULUS,Thane West,1012,1.1,Cr,Under Construction,Unknown,11000000.0,10869.565217391304
2,Apartment,Paradigm 71 Midtown,Chembur,715,1.2,Cr,Under Construction,Unknown,12000000.0,16783.216783216783
2,Apartment,Piramal Vaikunth Cluster 4,Thane West,734,80.0,L,Under Construction,Unknown,8000000.0,10899.182561307902
2,Apartment,Sheth Zuri,Thane West,832,85.0,L,Under Construction,Unknown,8500000.0,10216.346153846154
6,Apartment,Indiabulls Daffodils,Panvel,3382,1.5,Cr,Ready to move,Unknown,15000000.0,4435.245416913069
2,Apartment,Arkade Earth Hazel,Kanjurmarg,880,1.2,Cr,Under Construction,Unknown,12000000.0,13636.363636363636
2,Apartment,Hiranandani One Hiranandani Park,Thane West,726,1.1,Cr,Ready to move,Unknown,11000000.0,15151.515151515152
1,Apartment,Godrej Urban Park,Powai,585,1.0,Cr,Under Construction,Unknown,10000000.0,17094.017094017094
2,Apartment,KK Dosti Oro 67,Kandivali West,847,1.25,Cr,Under Construction,Unknown,12500000.0,14757.969303423848
2,Apartment,DSS Mahavir Millennium,Thane West,1025,1.25,Cr,Ready to move,Unknown,12500000.0,12195.121951219513
3,Apartment,Runwal Garden City Dahlia,Thane West,1650,1.6,Cr,Ready to move,Unknown,16000000.0,9696.969696969696
2,Apartment,Cosmos Horizon,Thane West,1100,1.35,Cr,Ready to move,Unknown,13500000.0,12272.727272727272
3,Apartment,Runwal Garden City Dahlia,Thane West,1650,1.6,Cr,Ready to move,Unknown,16000000.0,9696.969696969696
2,Apartment,DSS Mahavir Millennium,Thane West,1025,1.25,Cr,Ready to move,Unknown,12500000.0,12195.121951219513
4,Apartment,Hiranandani One Hiranandani Park,Thane West,2650,4.75,Cr,Ready to move,Unknown,47500000.0,17924.528301886792
2,Apartment,Lodha Amara Tower 23,Thane West,1440,1.15,Cr,Ready to move,Unknown,11500000.0,7986.111111111111
2,Apartment,Kalpataru Siddhachal V,Thane West,1100,1.6,Cr,Ready to move,Unknown,16000000.0,14545.454545454546
4,Apartment,ACME Ozone Phase 2,Thane West,2200,2.75,Cr,Ready to move,Unknown,27500000.0,12500.0
3,Apartment,Runwal Garden City Dahlia,Thane West,2100,2.1,Cr,Ready to move,Unknown,21000000.0,10000.0
3,Apartment,Hiranandani Meadows,Thane West,1750,3.25,Cr,Ready to move,Unknown,32500000.0,18571.428571428572
3,Apartment,Neelkanth Greens,Thane West,1650,1.9,Cr,Ready to move,Unknown,19000000.0,11515.151515151516
4,Apartment,Hiranandani One Hiranandani Park,Thane West,2650,4.75,Cr,Ready to move,Unknown,47500000.0,17924.528301886792
3,Apartment,Neelkanth Greens,Thane West,1650,1.9,Cr,Ready to move,Unknown,19000000.0,11515.151515151516
3,Apartment,Hiranandani Meadows,Thane West,1750,3.25,Cr,Ready to move,Unknown,32500000.0,18571.428571428572
4,Apartment,Hiranandani Meadows,Thane West,2650,5.3,Cr,Ready to move,Unknown,53000000.0,20000.0
3,Apartment,Hiranandani Meadows,Thane West,1650,2.8,Cr,Ready to move,Unknown,28000000.0,16969.696969696968
2,Apartment,Sheth Avalon,Thane West,1250,1.75,Cr,Ready to move,Unknown,17500000.0,14000.0
4,Apartment,Hiranandani Meadows,Thane West,2650,5.3,Cr,Ready to move,Unknown,53000000.0,20000.0
3,Apartment,Hiranandani Meadows,Thane West,1750,3.25,Cr,Ready to move,Unknown,32500000.0,18571.428571428572
4,Apartment,T Bhimjyani The Verraton,Thane West,2336,3.1,Cr,Ready to move,Unknown,31000000.0,13270.547945205479
3,Apartment,Hiranandani Meadows,Thane West,1750,3.25,Cr,Ready to move,Unknown,32500000.0,18571.428571428572
4,Apartment,T Bhimjyani The Verraton,Thane West,2336,3.1,Cr,Ready to move,Unknown,31000000.0,13270.547945205479
2,Apartment,Kalpataru Siddhachal III,Thane West,1200,1.45,Cr,Ready to move,Unknown,14500000.0,12083.333333333334
2,Apartment,Gee Cee Proximus,Chembur,950,2.26,Cr,Under Construction,Unknown,22599999.999999996,23789.473684210523
4,Apartment,Puravankara Purva Clermont,Chembur,1800,5.71,Cr,Under Construction,Unknown,57100000.0,31722.222222222223
3,Apartment,Gee Cee Proximus,Chembur,1375,3.23,Cr,Under Construction,Unknown,32300000.0,23490.909090909092
4,Apartment,Akshay Tarfalgar Tower,Ghatkopar East,1950,5.61,Cr,Under Construction,Unknown,56100000.0,28769.23076923077
3,Apartment,Puravankara Purva Clermont,Chembur,1608,3.0,Cr,Under Construction,Unknown,30000000.0,18656.716417910447
2,Apartment,Puravankara Purva Clermont,Chembur,1200,2.0,Cr,Under Construction,Unknown,20000000.0,16666.666666666668
3,Apartment,Akshay Amardeep CHS,Chembur,1150,2.83,Cr,Under Construction,Unknown,28300000.0,24608.695652173912
4,Apartment,Akshay Amardeep CHS,Chembur,1700,4.4,Cr,Under Construction,Unknown,44000000.0,25882.352941176472
3,Apartment,SHREE KRISHNA Chandrika,Chembur,1366,3.75,Cr,Under Construction,Unknown,37500000.0,27452.41581259151
1,Apartment,Mahada New Tower,Malad West,450,53.0,L,Ready to move,Resale,5300000.0,11777.777777777777
1,Apartment,Reputed Builder Shivaji Raje Complex,Kandivali West,450,51.0,L,Ready to move,Resale,5100000.0,11333.333333333334
1,Studio Apartment,Reputed Builder Shivaji Raje Complex,Kandivali West,350,36.0,L,Ready to move,Resale,3600000.0,10285.714285714286
1,Apartment,Reputed Builder Shivaji Raje Complex,Kandivali West,450,53.0,L,Ready to move,Resale,5300000.0,11777.777777777777
1,Studio Apartment,Reputed Builder Shivaji Raje Complex,Kandivali West,350,35.0,L,Ready to move,Resale,3500000.0,10000.0
1,Studio Apartment,Reputed Builder Shivaji Raje Complex,Kandivali West,350,38.0,L,Ready to move,Resale,3800000.0,10857.142857142857
1,Apartment,Arch Group Kandivali Krishna CHS,Kandivali West,550,75.0,L,Ready to move,Resale,7500000.0,13636.363636363636
1,Apartment,Mahada New Tower,Malad West,450,51.0,L,Ready to move,Resale,5100000.0,11333.333333333334
1,Apartment,Arch Group Kandivali Krishna CHS,Kandivali West,550,75.0,L,Ready to move,Resale,7500000.0,13636.363636363636
1,Apartment,Reputed Builder Chatrapati Shivaji Raje Complex,Kandivali West,450,50.0,L,Ready to move,Resale,5000000.0,11111.111111111111
2,Apartment,Agarwal Shishira Tower,Andheri West,1000,2.5,Cr,Ready to move,Unknown,25000000.0,25000.0
2,Apartment,Motwani Builders Deep Tower,Andheri West,1100,2.65,Cr,Ready to move,Unknown,26500000.0,24090.909090909092
1,Apartment,DLH Mitra,Andheri East,530,1.75,Cr,Ready to move,Resale,17500000.0,33018.8679245283
3,Apartment,Runwal Garden City Dahlia,Thane West,2100,2.1,Cr,Ready to move,Unknown,21000000.0,10000.0
4,Apartment,Sheth Avalon,Thane West,2579,4.5,Cr,Ready to move,Unknown,45000000.0,17448.623497479643
4,Apartment,Hiranandani Meadows,Thane West,2650,5.3,Cr,Ready to move,Unknown,53000000.0,20000.0
2,Apartment,Cosmos Horizon,Thane West,1100,1.35,Cr,Ready to move,Unknown,13500000.0,12272.727272727272
3,Apartment,Neelkanth Palms,Thane West,1480,1.8,Cr,Ready to move,Unknown,18000000.0,12162.162162162162
3,Apartment,Hiranandani Meadows,Thane West,1150,2.7,Cr,Ready to move,Unknown,27000000.0,23478.260869565216
3,Apartment,Neelkanth Palms,Thane West,1650,2.1,Cr,Ready to move,Unknown,21000000.0,12727.272727272728
2,Apartment,ACME Ozone Phase 2,Thane West,1065,1.15,Cr,Ready to move,Unknown,11500000.0,10798.122065727699
3,Apartment,Neelkanth Greens,Thane West,1650,1.9,Cr,Ready to move,Unknown,19000000.0,11515.151515151516
3,Apartment,Neelkanth Palms,Thane West,1650,1.75,Cr,Ready to move,Unknown,17500000.0,10606.060606060606
4,Apartment,Sheth Avalon,Thane West,2100,4.25,Cr,Ready to move,Unknown,42500000.0,20238.095238095237
4,Apartment,Hiranandani One Hiranandani Park,Thane West,2650,4.75,Cr,Ready to move,Unknown,47500000.0,17924.528301886792
2,Apartment,Kabra Happy Valley,Thane West,1150,1.15,Cr,Ready to move,Unknown,11500000.0,10000.0
4,Apartment,T Bhimjyani The Verraton,Thane West,2350,3.1,Cr,Ready to move,Unknown,31000000.0,13191.489361702128
3,Apartment,Runwal Garden City Dahlia,Thane West,2100,2.0,Cr,Ready to move,Unknown,20000000.0,9523.809523809523
4,Apartment,Hiranandani One Hiranandani Park,Thane West,2650,4.75,Cr,Ready to move,Unknown,47500000.0,17924.528301886792
2,Apartment,Cosmos Horizon,Thane West,1100,1.35,Cr,Ready to move,Unknown,13500000.0,12272.727272727272
3,Apartment,Neelkanth Greens,Thane West,1650,1.9,Cr,Ready to move,Unknown,19000000.0,11515.151515151516
4,Apartment,ACME Ozone Phase 2,Thane West,2200,2.75,Cr,Ready to move,Unknown,27500000.0,12500.0
2,Apartment,Kalpataru Hills,Thane West,1065,1.1,Cr,Ready to move,Unknown,11000000.0,10328.638497652582
2,Apartment,ACME Ozone Phase 2,Thane West,1065,1.09,Cr,Ready to move,Unknown,10900000.0,10234.741784037558
2,Apartment,Kalpataru Hills,Thane West,1065,1.15,Cr,Ready to move,Unknown,11500000.0,10798.122065727699
4,Apartment,ACME Ozone Phase 2,Thane West,2200,2.75,Cr,Ready to move,Unknown,27500000.0,12500.0
2,Apartment,Kalpataru Hills,Thane West,1065,1.1,Cr,Ready to move,Unknown,11000000.0,10328.638497652582
2,Apartment,Rustomjee Azziano Wing J,Thane West,1570,2.1,Cr,Ready to move,Unknown,21000000.0,13375.79617834395
3,Apartment,Hiranandani Meadows,Thane West,1750,2.75,Cr,Ready to move,Unknown,27500000.0,15714.285714285714
2,Apartment,Sheth Avalon,Thane West,1250,1.75,Cr,Ready to move,Unknown,17500000.0,14000.0
3,Apartment,Neelkanth Palms,Thane West,1650,1.75,Cr,Ready to move,Unknown,17500000.0,10606.060606060606
4,Apartment,Hiranandani Meadows,Thane West,2650,5.3,Cr,Ready to move,Unknown,53000000.0,20000.0
3,Apartment,Hiranandani Meadows,Thane West,2000,2.81,Cr,Ready to move,Unknown,28100000.0,14050.0
3,Apartment,Runwal Garden City Dahlia,Thane West,2100,2.0,Cr,Ready to move,Unknown,20000000.0,9523.809523809523
3,Apartment,Kanakia Niharika,Thane West,1200,1.65,Cr,Ready to move,Unknown,16500000.0,13750.0
2,Apartment,Hiranandani Meadows,Thane West,1100,1.75,Cr,Ready to move,Unknown,17500000.0,15909.09090909091
3,Apartment,ACME Ozone Phase 2,Thane West,2200,2.75,Cr,Ready to move,Unknown,27500000.0,12500.0
2,Apartment,Hiranandani Meadows,Thane West,1000,1.75,Cr,Ready to move,Unknown,17500000.0,17500.0
3,Apartment,Neelkanth Greens,Thane West,1250,1.75,Cr,Ready to move,Unknown,17500000.0,14000.0
3,Apartment,Neelkanth Greens,Thane West,1650,1.9,Cr,Ready to move,Unknown,19000000.0,11515.151515151516
3,Apartment,Neelkanth Palms,Thane West,1480,1.8,Cr,Ready to move,Unknown,18000000.0,12162.162162162162
3,Apartment,Hiranandani Meadows,Thane West,1750,2.75,Cr,Ready to move,Unknown,27500000.0,15714.285714285714
2,Apartment,Raunak Laxmi Narayan Residency,Thane West,1065,1.45,Cr,Ready to move,Unknown,14500000.0,13615.023474178404
2,Apartment,Dosti Imperia,Thane West,1250,1.8,Cr,Ready to move,Unknown,18000000.0,14400.0
2,Apartment,Cosmos Horizon,Thane West,1100,1.37,Cr,Ready to move,Unknown,13700000.000000002,12454.545454545456
2,Apartment,Raunak Laxmi Narayan Residency,Thane West,1050,1.45,Cr,Ready to move,Unknown,14500000.0,13809.52380952381
3,Apartment,Hiranandani Meadows,Thane West,2000,3.4,Cr,Ready to move,Unknown,34000000.0,17000.0
4,Apartment,ACME Ozone Phase 2,Thane West,2550,2.75,Cr,Ready to move,Unknown,27500000.0,10784.313725490196
2,Apartment,Hiranandani Meadows,Thane West,1000,1.78,Cr,Ready to move,Unknown,17800000.0,17800.0
4,Apartment,Hiranandani One Hiranandani Park,Thane West,2650,4.75,Cr,Ready to move,Unknown,47500000.0,17924.528301886792
2,Apartment,Kalpataru Hills,Thane West,1065,1.1,Cr,Ready to move,Unknown,11000000.0,10328.638497652582
2,Apartment,Hiranandani Meadows,Thane West,1000,1.7,Cr,Ready to move,Unknown,17000000.0,17000.0
4,Apartment,Hiranandani Meadows,Thane West,2650,5.3,Cr,Ready to move,Unknown,53000000.0,20000.0
4,Apartment,ACME Ozone Phase 2,Thane West,2200,2.75,Cr,Ready to move,Unknown,27500000.0,12500.0
4,Apartment,ACME Ozone Phase 2,Thane West,2200,2.75,Cr,Ready to move,Unknown,27500000.0,12500.0
4,Apartment,Hiranandani One Hiranandani Park,Thane West,2650,4.75,Cr,Ready to move,Unknown,47500000.0,17924.528301886792
4,Apartment,Sheth Avalon,Thane West,3600,5.75,Cr,Ready to move,Unknown,57500000.0,15972.222222222223
3,Apartment,Runwal Garden City Dahlia,Thane West,1650,1.6,Cr,Ready to move,Unknown,16000000.0,9696.969696969696
3,Apartment,Runwal Garden City Dahlia,Thane West,2100,2.1,Cr,Ready to move,Unknown,21000000.0,10000.0
3,Apartment,Hiranandani One Hiranandani Park,Thane West,2125,3.55,Cr,Ready to move,Unknown,35500000.0,16705.882352941175
3,Apartment,Hiranandani Meadows,Thane West,1750,3.25,Cr,Ready to move,Unknown,32500000.0,18571.428571428572
3,Apartment,Hiranandani Meadows,Thane West,1650,2.6,Cr,Ready to move,Unknown,26000000.0,15757.575757575758
2,Apartment,Raunak Laxmi Narayan Residency,Thane West,1050,1.42,Cr,Ready to move,Unknown,14200000.0,13523.809523809523
4,Apartment,Hiranandani Meadows,Thane West,2650,5.35,Cr,Ready to move,Unknown,53500000.0,20188.67924528302
4,Apartment,Hiranandani One Hiranandani Park,Thane West,3520,6.75,Cr,Ready to move,Unknown,67500000.0,19176.136363636364
2,Apartment,DSS Mahavir Millennium,Thane West,1025,1.25,Cr,Ready to move,Unknown,12500000.0,12195.121951219513
2,Apartment,ACME Ozone Phase 2,Thane West,1065,1.15,Cr,Ready to move,Unknown,11500000.0,10798.122065727699
3,Apartment,Hiranandani Meadows,Thane West,2000,2.81,Cr,Ready to move,Unknown,28100000.0,14050.0
3,Apartment,Hiranandani Meadows,Thane West,1750,3.25,Cr,Ready to move,Unknown,32500000.0,18571.428571428572
3,Apartment,Neelkanth Palms,Thane West,1600,2.5,Cr,Ready to move,Unknown,25000000.0,15625.0
2,Apartment,Kalpataru Hills,Thane West,1200,1.4,Cr,Ready to move,Unknown,14000000.0,11666.666666666666
3,Apartment,Reputed Builder Soham Gardens,Thane West,1760,1.6,Cr,Ready to move,Unknown,16000000.0,9090.90909090909
